"","V1"
"tweet721.txt",3
"tweet722.txt",2
"tweet723.txt",5
"tweet724.txt",3
"tweet725.txt",2
"tweet726.txt",2
"tweet727.txt",2
"tweet728.txt",3
"tweet729.txt",3
"tweet73.txt",3
"tweet730.txt",3
"tweet731.txt",2
"tweet732.txt",3
"tweet733.txt",1
"tweet734.txt",2
"tweet735.txt",2
"tweet736.txt",1
"tweet737.txt",1
"tweet738.txt",2
"tweet739.txt",1
"tweet74.txt",1
"tweet740.txt",5
"tweet741.txt",2
"tweet742.txt",2
"tweet743.txt",1
"tweet744.txt",1
"tweet745.txt",2
"tweet746.txt",1
"tweet747.txt",5
"tweet748.txt",4
"tweet749.txt",4
"tweet75.txt",1
"tweet750.txt",1
"tweet751.txt",2
"tweet752.txt",2
"tweet753.txt",5
"tweet754.txt",3
"tweet755.txt",4
"tweet756.txt",2
"tweet757.txt",2
"tweet758.txt",2
"tweet759.txt",4
"tweet76.txt",4
"tweet760.txt",2
"tweet761.txt",1
"tweet762.txt",3
"tweet763.txt",3
"tweet764.txt",4
"tweet765.txt",1
"tweet766.txt",3
"tweet767.txt",2
"tweet768.txt",2
"tweet769.txt",3
"tweet77.txt",4
"tweet770.txt",1
"tweet771.txt",5
"tweet772.txt",1
"tweet773.txt",2
"tweet774.txt",3
"tweet775.txt",2
"tweet776.txt",5
"tweet777.txt",3
"tweet778.txt",5
"tweet779.txt",3
"tweet78.txt",4
"tweet780.txt",4
"tweet781.txt",2
"tweet782.txt",2
"tweet783.txt",3
"tweet784.txt",1
"tweet785.txt",4
"tweet786.txt",4
"tweet787.txt",4
"tweet788.txt",4
"tweet789.txt",4
"tweet79.txt",3
"tweet790.txt",2
"tweet791.txt",5
"tweet792.txt",4
"tweet793.txt",3
"tweet794.txt",4
"tweet795.txt",4
"tweet796.txt",1
"tweet797.txt",2
"tweet798.txt",3
"tweet799.txt",4
"tweet8.txt",2
"tweet80.txt",3
"tweet800.txt",4
"tweet801.txt",5
"tweet802.txt",3
"tweet803.txt",2
"tweet804.txt",3
"tweet805.txt",2
"tweet806.txt",3
"tweet807.txt",3
"tweet808.txt",3
"tweet809.txt",3
"tweet81.txt",1
"tweet810.txt",1
"tweet811.txt",3
"tweet812.txt",5
"tweet813.txt",4
"tweet814.txt",2
"tweet815.txt",1
"tweet816.txt",1
"tweet817.txt",5
"tweet818.txt",1
"tweet819.txt",2
"tweet82.txt",4
"tweet820.txt",5
"tweet821.txt",5
"tweet822.txt",3
"tweet823.txt",2
"tweet824.txt",3
"tweet825.txt",4
"tweet826.txt",5
"tweet827.txt",5
"tweet828.txt",3
"tweet829.txt",1
"tweet83.txt",2
"tweet830.txt",3
"tweet831.txt",3
"tweet832.txt",3
"tweet833.txt",3
"tweet834.txt",3
"tweet835.txt",3
"tweet836.txt",1
"tweet837.txt",3
"tweet838.txt",1
"tweet839.txt",3
"tweet84.txt",2
"tweet840.txt",3
"tweet841.txt",3
"tweet842.txt",3
"tweet843.txt",3
"tweet844.txt",3
"tweet845.txt",3
"tweet846.txt",5
"tweet847.txt",3
"tweet848.txt",3
"tweet849.txt",5
"tweet85.txt",4
"tweet850.txt",5
"tweet851.txt",5
"tweet852.txt",5
"tweet853.txt",5
"tweet854.txt",5
"tweet855.txt",2
"tweet856.txt",5
"tweet857.txt",3
"tweet858.txt",3
"tweet859.txt",5
"tweet86.txt",2
"tweet860.txt",2
"tweet861.txt",5
"tweet862.txt",3
"tweet863.txt",1
"tweet864.txt",5
"tweet865.txt",1
"tweet866.txt",4
"tweet867.txt",5
"tweet868.txt",3
"tweet869.txt",5
"tweet87.txt",3
"tweet870.txt",4
"tweet871.txt",5
"tweet872.txt",4
"tweet873.txt",3
"tweet874.txt",5
"tweet875.txt",5
"tweet876.txt",1
"tweet877.txt",3
"tweet878.txt",2
"tweet879.txt",2
"tweet88.txt",3
"tweet880.txt",1
"tweet881.txt",1
"tweet882.txt",4
"tweet883.txt",3
"tweet884.txt",4
"tweet885.txt",3
"tweet886.txt",1
"tweet887.txt",5
"tweet888.txt",2
"tweet889.txt",5
"tweet89.txt",4
"tweet890.txt",3
"tweet891.txt",3
"tweet892.txt",5
"tweet893.txt",4
"tweet894.txt",3
"tweet895.txt",1
"tweet896.txt",5
"tweet897.txt",2
"tweet898.txt",1
"tweet899.txt",4
"tweet9.txt",5
"tweet90.txt",2
"tweet900.txt",3
"tweet901.txt",1
"tweet902.txt",1
"tweet903.txt",5
"tweet904.txt",3
"tweet905.txt",5
"tweet906.txt",2
"tweet907.txt",1
"tweet908.txt",5
"tweet909.txt",3
"tweet91.txt",2
"tweet910.txt",5
"tweet911.txt",3
"tweet912.txt",2
"tweet913.txt",5
"tweet914.txt",5
"tweet915.txt",1
"tweet916.txt",3
"tweet917.txt",3
"tweet918.txt",4
"tweet919.txt",1
"tweet92.txt",5
"tweet920.txt",2
"tweet921.txt",1
"tweet922.txt",4
"tweet923.txt",4
"tweet924.txt",1
"tweet925.txt",4
"tweet926.txt",2
"tweet927.txt",2
"tweet928.txt",1
"tweet929.txt",1
"tweet93.txt",4
"tweet930.txt",3
"tweet931.txt",1
"tweet932.txt",2
"tweet933.txt",3
"tweet934.txt",5
"tweet935.txt",3
"tweet936.txt",4
"tweet937.txt",3
"tweet938.txt",5
"tweet939.txt",2
"tweet94.txt",3
"tweet940.txt",3
"tweet941.txt",4
"tweet942.txt",3
"tweet943.txt",4
"tweet944.txt",4
"tweet945.txt",4
"tweet946.txt",3
"tweet947.txt",1
"tweet948.txt",1
"tweet949.txt",2
"tweet95.txt",5
"tweet950.txt",2
"tweet951.txt",3
"tweet952.txt",4
"tweet953.txt",3
"tweet954.txt",3
"tweet955.txt",2
"tweet956.txt",5
"tweet957.txt",3
"tweet958.txt",3
"tweet959.txt",4
"tweet96.txt",5
"tweet960.txt",1
"tweet961.txt",2
"tweet962.txt",3
"tweet963.txt",5
"tweet964.txt",2
"tweet965.txt",3
"tweet966.txt",1
"tweet967.txt",2
"tweet968.txt",1
"tweet969.txt",1
"tweet97.txt",2
"tweet970.txt",2
"tweet971.txt",3
"tweet972.txt",1
"tweet973.txt",2
"tweet974.txt",3
"tweet975.txt",4
"tweet976.txt",1
"tweet977.txt",1
"tweet978.txt",4
"tweet979.txt",2
"tweet98.txt",3
"tweet980.txt",3
"tweet981.txt",2
"tweet982.txt",3
"tweet983.txt",2
"tweet984.txt",4
"tweet985.txt",1
"tweet986.txt",3
"tweet987.txt",3
"tweet988.txt",2
"tweet989.txt",4
"tweet99.txt",2
"tweet990.txt",3
"tweet991.txt",4
"tweet992.txt",2
"tweet993.txt",4
"tweet994.txt",4
"tweet995.txt",4
"tweet996.txt",4
"tweet997.txt",3
"tweet998.txt",2
"tweet999.txt",4
